GEAR_UNKNOWN,0
GEAR_DRIVE,8
GEAR_EIGHTH,2048
GEAR_SIXTH,512
GEAR_THIRD,64
GEAR_REVERSE,2
GEAR_NINTH,4096
GEAR_FIFTH,256
GEAR_SECOND,32
GEAR_FIRST,16
GEAR_NEUTRAL,1
GEAR_PARK,4
GEAR_FOURTH,128
GEAR_SEVENTH,1024
